"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" -0.719246172214373 -1.9003182887966 0.611819184810021 -3.19302121028967 -3.58990567630081 -0.715619427399321 -1.50846025871536 1.0391142476766 0.321554550438422 1.11857866803786
"2" -1.67958245190435 -0.870568775018942 -1.99171887820117 0.729563325852357 -0.271628179018397 -0.66672265468738 -1.24361633147002 -2.5608551512032 -2.75174741708351 -3.12039634922399
"3" -1.46909210654292 -0.297316977815537 -0.326161455762381 0.54220326303782 1.23561673367424 1.51015519926556 -0.301081961980637 -2.70795127838049 -1.18042803512277 -1.34569701336239
"4" -3.25906829278828 -1.95880073055269 0.482650567363334 -0.48722760820846 -1.73732879618748 1.04166791197211 0.432034596397127 1.38583375159102 -0.794133687980681 -2.31441560108539
"5" -1.52651866251198 -2.9195296152243 -2.35815933947669 -1.0143144534105 -2.43555589862069 0.848797173583889 1.32841729838865 2.22484855317488 0.450404659625801 -0.588875509749135
"6" -2.41711362197886 0.987696145584818 0.938861064941383 -0.499414389986322 -2.38448457775241 0.498903308235319 2.80518615027074 0.369602145576128 1.31896882756331 -3.03672053577283
"7" 1.054638740089 -0.239455005978307 0.742943766184141 0.479644314829833 -0.200293921242714 -0.286451345497947 -0.442859631623589 -2.95840814669357 -2.5285512646937 -2.31088737316446
"8" -0.58054807779309 0.496680896483535 -3.10028971541578 -1.78751121423849 -0.0507320274125342 -2.14310961639478 -4.41120212481592 -4.77736800792636 -1.97251394713664 -0.03094297071325
"9" -2.73547563952801 -2.19050944881433 -0.340766267455205 -1.09312509718949 -2.10512659627202 -2.06235231468455 -2.98097373423473 -1.38440989130431 -1.53688366129026 -3.18805813325138
"10" 0.425304535269588 -1.48352204663072 -1.49527221710308 -1.76658493600345 -1.65683375491998 -1.62267496493005 -2.6847813635342 -3.89040080920595 -2.91802940168538 -0.357663607020269
"11" 0.959869509088521 -1.17399256117663 0.160988915685845 -1.30087133143133 -0.190005426678428 -0.645542588017837 -0.472273386738312 0.995107144106885 -1.72288840066399 -1.13207381744582
"12" -1.13868936196804 -1.03091663525712 -1.0368577378448 -3.5710181225996 -4.52645922945815 -2.80785534359243 -2.73890571338269 -2.60278593201756 -2.90813916114514 -2.85500320687693
"13" -0.290099630585899 -0.272973168417791 -2.69800816443192 -1.6607603572288 -0.696646303217908 0.030716437045111 0.263019010657074 -0.817164178451866 -2.42243162270471 -1.74816227276484
"14" -2.9610927064536 -0.723558580075224 0.138036279412107 -1.67086317185963 -1.20688372536675 -1.97595167033013 -1.38516635318205 1.49068885824436 2.13678259272021 1.11505043028371
"15" -0.0653928908742958 -0.797089738856203 0.161642899970961 -1.63704968143891 -0.820413958472338 0.795063979876527 0.394167304380192 1.22750471600011 0.11766284000221 1.83441890310596
"16" -0.777302948880156 -0.82904042756935 0.277664275078311 -0.987909505270122 2.31096477900755 0.758379727328159 -1.44830243790801 -0.920554461618702 0.0215194385159653 3.20944056905121
"17" 1.42060420723515 1.68658295076351 -0.321707394748333 0.4931255578226 2.26396050375204 0.19702595637562 1.27275095139699 1.16018169817595 1.06062463955116 0.468112835892249
"18" 0.141315640149857 2.87444602949508 0.987754531253136 1.59673544453066 1.25089688769307 -0.708855486007467 -0.668205006531088 -1.07239949034393 -1.36817276256608 -0.129533628472715
"19" 1.8196570553625 1.73542905192996 3.67959363916566 2.76934637310474 0.117793100404155 2.0465911977507 2.00618140534651 -2.5161228588721 0.829057191546496 -0.0972993460731656
"20" 0.40599232785127 -1.38284723082211 1.89003984871931 -0.524991043878875 1.13687316087075 0.286036886741114 0.211568395060901 -1.70391632917008 -1.53202276749294 -3.59023479489849
"21" -3.00614054544775 2.32440443632205 1.22254451862094 -0.204173728277056 1.05249505118542 2.43056581933042 0.258735217347916 -0.880316748831208 -0.743870052089252 -0.78923211181567
"22" -0.938898414984868 -0.681771786196412 -1.01285036136003 -0.919102946133911 0.543711604220606 -0.168441329157977 0.353311327262265 0.778526223642755 2.76153258445462 1.89146808670667
"23" 2.3304089929831 -4.24198012338308 -0.87312770760438 1.16609549937109 -0.574292269999835 -0.684276305851991 -2.57703251473537 -0.223930698847063 -1.54951230174853 3.16611987167101
"24" 0.00294639053734999 -1.11030357893009 -3.0324899292815 -0.157139532798483 -0.343457561589154 0.297543312343429 -0.219148136649923 -1.07624628403456 -0.112086758137438 -0.452866285610015
"25" 1.38443059224348 -2.10439150656784 0.079469086135494 -0.77549026489875 0.634566455668112 -3.11663931276761 -1.54448612518513 -0.824909379190251 -2.74910057134779 2.00414145578141
"26" 0.0203714252678174 0.0153929906961482 -0.640599747930505 -2.0873258272866 1.668494230525 -1.97425632874584 -2.21421791384073 -1.9460954624153 -0.695334114999968 -1.49013211411869
"27" 2.30335890886064 1.43461782048826 -0.362772027787057 1.1589642664956 1.12312480574743 1.59252466915092 0.775193561422578 -0.632325868950885 0.760807059661125 -0.617142722448819
"28" -1.30667170658832 0.275637373479256 1.64524722360313 -2.34999333881218 1.03386792776596 -0.232828893151072 1.0048124057945 2.54629802903058 1.10866735344346 0.986014282899794
"29" 3.85403495189306 -1.16613463402674 0.728450993835938 1.2710661143748 0.899154327820568 1.41601677725571 5.82018278195319 2.83359504254055 -1.58767038042874 0.0715626315384619
"30" 0.178544127143541 2.29776169391761 0.848394546925127 -0.461811068439185 2.44071505743953 2.59697495831275 1.28693914572707 0.825035095755057 -0.32598789841395 -0.805037538541
"31" -1.76831446500767 -0.588689665377135 -1.29588996332021 0.560495341999412 1.6979244190742 1.1587992364456 1.41803866986303 0.829403726999075 1.1285172275831 0.7505603179639
"32" -1.06308324659325 -1.61560746824869 0.568835501602302 1.66141502314479 2.34331872574846 -1.71468291168183 -1.91596705006571 0.807939304048343 1.14749273115546 -0.258864988137629
"33" -2.70229954905763 -2.80015203446332 0.231914884830885 0.20179766187361 1.10873795840655 1.58082684276836 1.40823176594096 2.15851367607803 0.611867490361411 0.683268722209872
"34" 0.520160964680162 1.92669979808146 -2.93411555468379 0.596765135596556 -0.444663811843165 2.27458089983475 -0.725149049263854 1.45945751873804 1.09852535138363 1.47575514082401
"35" 0.416705471009944 1.27179144598175 1.25905450017622 3.40408992274917 -0.759866349809776 1.80448896951923 1.498743340937 1.9481367476843 3.68638714342714 3.77507768070166
"36" -0.855956057055416 -1.89121344321099 -1.09528922872932 0.30065750646317 -0.389492354997889 -0.752929468862871 1.36316988466116 2.03417435859345 0.161939597524084 3.34737295443395
"37" -2.17848171680873 -0.656654927397617 -2.31433781389164 1.46455245931369 -1.52246346694232 -2.08661587973134 -1.78007052463788 -0.381606270446872 -0.678912631345126 -2.31331634547953
"38" 2.49055782330751 0.931417309394066 0.85129903967747 0.722076180777778 1.42988244869844 1.20711470501349 -2.41104692349682 -3.15324747035504 -1.50713372763753 1.46276933400897
"39" -1.53767562975098 0.415107502725588 3.92051880790405 -0.0965026290066286 -0.287812929521678 -0.665126393382114 0.398538641357543 -2.80947339465653 0.419023617094233 0.232361134425619
"40" 1.61553311183627 0.476352847136515 -1.93088040844661 1.14615499558685 -0.0479065535232084 -0.154767648077233 -1.51089746704549 -0.776492097634357 -0.820926335278219 -1.93026504806861
"41" 1.57116597545338 -0.534840049012192 -0.960224113439988 -1.47088801284026 1.37993395183314 1.18801046528389 2.27238376250809 0.822066902772512 -0.226903070974591 0.166381017372989
"42" 0.218551212360757 -0.533885787186783 -0.93851756947795 -2.02479282488091 -1.98449417952828 0.0117083908473424 -0.469360072816164 0.546588337701495 1.05357160275892 1.05086704149122
"43" -1.11799711071748 0.463735191326572 3.0401884273875 0.134189217465336 1.5431514042147 -2.91376605573087 -0.729401656430016 -1.12831682665483 -2.2440252630957 -1.33751933669744
"44" 1.3153260189163 -1.67802619062717 -0.203617251908591 -0.446117786979586 -0.339761250319028 -2.24089960092382 -0.0861249777757163 -1.01616880881444 -1.56710564498219 -0.762920026306721
"45" -2.17014071046517 -2.57266333407349 -1.37427954632077 -0.741692233877719 -3.60019482835553 -0.251328049404212 -0.377401161856681 -1.33715775094955 1.94364904059796 0.811546475494867
"46" -0.117563817297767 0.597420204700137 2.05824440476388 -0.131352439715698 -0.517908889666688 1.10038164674662 1.18936094297105 0.287684577798211 0.734872342418383 1.92800918529794
"47" -0.954391204165563 1.90076835870113 0.771092875259653 0.226166495942546 0.395883305622335 1.12167724129096 3.1850139976565 0.350160584850514 0.280462341877049 1.87361380246784
"48" -1.37426548868321 0.996538115720771 -1.93684904443125 1.84614093271718 1.75075725275703 -0.0572342524827867 -0.115422275320926 0.143669561337065 0.652819820420713 0.838423734323
"49" -0.00518638158882315 0.261789764820745 -0.681104119517466 -1.33946540174984 -0.859432328219788 -1.43866103956677 0.463261775152608 -1.59460575975284 0.333390398497475 0.493298416959941
"50" -1.83931686047775 -0.648350944530466 0.283796611530573 -4.03180711465239 -1.6177774991657 1.13297851670078 0.437413875949992 -1.41976962873729 0.472489884749904 0.548724951234629
"51" -4.16542971966153 -1.71221170357772 -0.593500185547904 -1.53198863217117 -1.36995367771601 -2.26413658102085 -0.347034059628291 -1.69500494834928 -2.97195079337995 1.24339210795948
